repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,jurisdiction,incident_type,damage_severity,incident_state,incident_country,total_loss,liability_percentage,exposure_type,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type
9425,6837,1420,208,2032.78,2016.07,2325.44,2011.17,2025-11-17,2025-11-23,Completed,Nissan,Altima,2020,Open,Low,Hit and Run,PA,Vehicle Accident,Moderate,PA,USA,False,75.19571132746643,Third Party Property Damage,Liability,Under Review,False,False,
9426,6838,5495,54,2276.91,2193.96,2397.06,2183.42,2026-05-15,2026-05-16,Completed,Mercedes-Benz,C-Class,2025,Open,Medium,Parking Lot Incident,CA,Vehicle Accident,Minor,CA,USA,False,59.380722999624375,First Party Collision,Collision,Open,False,False,
9427,6839,5346,218,900.64,809.93,783.56,774.55,2025-09-21,2025-09-26,Completed,Toyota,Corolla,2012,Open,Low,Rear-end Collision,NC,Vehicle Accident,Minor,NC,USA,False,54.837392578210356,First Party Collision,Collision,Open,False,False,
9428,6840,2735,70,1642.09,1551.03,1622.39,1615.04,2025-10-08,2025-10-15,Completed,Chevrolet,Silverado,2015,Open,Low,Rear-end Collision,FL,Vehicle Accident,Minor,FL,USA,False,86.9296339779407,Third Party Property Damage,Liability,Closed,False,False,
9429,6841,502,185,826.67,783.31,796.8,741.65,2026-02-03,2026-02-09,Completed,Ford,Focus,2019,Open,Low,Rear-end Collision,TX,Vandalism,Minor,TX,USA,False,76.07308454253874,First Party Collision,Comprehensive,Open,False,False,
9430,6842,6327,75,991.56,898.31,1018.24,923.24,2026-04-11,2026-04-12,Completed,Nissan,Altima,2019,Open,Medium,Rear-end Collision,GA,Vehicle Accident,Minor,GA,USA,False,74.47526616358101,Third Party Property Damage,Liability,Closed,False,False,
9431,6843,2220,51,2735.47,2582.98,2917.64,2512.54,2026-03-08,2026-03-16,In Progress,Honda,CR-V,2021,Reopened,Medium,Rollover,NJ,Vehicle Accident,Moderate,NJ,USA,False,36.19143876339976,Third Party Property Damage,Liability,Open,False,False,
9432,6844,3917,166,2037.03,1897.69,2008.59,1892.87,2025-12-24,2025-12-31,Completed,Hyundai,Elantra,2021,Open,Medium,Head-on Collision,GA,Parking Incident,Moderate,GA,USA,False,72.82076986783393,First Party Collision,Comprehensive,Under Review,True,False,
9433,6844,3917,166,1337.97,1389.1,1309.81,1281.36,2025-12-24,2025-12-31,In Progress,Hyundai,Elantra,2021,Open,Medium,Head-on Collision,GA,Parking Incident,Moderate,GA,USA,False,72.82076986783393,First Party Collision,Comprehensive,Under Review,True,False,
9434,6845,4460,203,1089.77,1002.47,1163.28,993.07,2026-02-17,2026-02-23,Completed,Hyundai,Elantra,2016,Open,Low,Rear-end Collision,PA,Vehicle Accident,Minor,PA,USA,False,52.60647302419231,Third Party Property Damage,Liability,Open,False,False,
9435,6845,4460,203,1041.09,960.63,1048.38,973.69,2026-02-17,2026-02-23,Completed,Hyundai,Elantra,2016,Open,Low,Rear-end Collision,PA,Vehicle Accident,Minor,PA,USA,False,52.60647302419231,Third Party Property Damage,Liability,Open,False,False,
9436,6845,4460,203,900.55,878.94,911.81,862.02,2026-02-17,2026-02-23,Completed,Hyundai,Elantra,2016,Open,Low,Rear-end Collision,PA,Vehicle Accident,Minor,PA,USA,False,52.60647302419231,Third Party Property Damage,Liability,Open,False,False,
9437,6846,3035,199,3154.62,2675.84,3295.24,2712.43,2025-02-24,2025-03-02,In Progress,Jeep,Grand Cherokee,2023,Open,Medium,Side Impact,PA,Vehicle Accident,Moderate,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9438,6847,5178,166,5806.42,5437.82,5980.06,5549.55,2025-05-25,2025-06-02,Completed,Tesla,Model 3,2009,Closed,Low,Side Impact,TX,Vehicle Accident,Moderate,TX,USA,False,86.53968624544167,Third Party Property Damage,Liability,Closed,False,False,
9439,6847,5178,166,4684.03,4499.5,4802.17,4378.18,2025-05-25,2025-06-02,Completed,Tesla,Model 3,2009,Closed,Low,Side Impact,TX,Vehicle Accident,Moderate,TX,USA,False,86.53968624544167,Third Party Property Damage,Liability,Closed,False,False,
9440,6847,5178,166,5954.1,5728.02,5250.06,5074.96,2025-05-25,2025-06-02,Completed,Tesla,Model 3,2009,Closed,Low,Side Impact,TX,Vehicle Accident,Moderate,TX,USA,False,86.53968624544167,Third Party Property Damage,Liability,Closed,False,False,
9441,6848,3867,70,2595.04,2401.13,2056.09,2111.11,2025-01-10,2025-01-15,Scheduled,Mercedes-Benz,C-Class,2021,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,57.798082076353545,First Party Collision,Collision,Open,False,False,
9442,6848,3867,70,2187.64,2170.21,2114.84,2166.77,2025-01-10,2025-01-15,Completed,Mercedes-Benz,C-Class,2021,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,57.798082076353545,First Party Collision,Collision,Open,False,False,
9443,6849,6553,80,4195.97,4020.39,9674.149815990957,4089.29,2026-06-13,2026-06-14,Completed,Mercedes-Benz,C-Class,2021,Closed,Low,Rear-end Collision,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,True,duration_mismatch
9444,6849,6553,80,5034.73,4439.16,4637.46,4397.54,2026-06-13,2026-06-23,In Progress,Mercedes-Benz,C-Class,2021,Closed,Low,Rear-end Collision,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9445,6850,1358,169,1851.42,1738.3,1993.82,1759.9,2026-03-08,2026-03-19,Completed,Toyota,Corolla,2017,Open,High,Side Impact,NY,Vehicle Accident,Moderate,NY,USA,False,82.95795303464384,Third Party Property Damage,Liability,Closed,False,False,
9446,6851,7659,191,4010.74,3602.38,4082.54,3710.72,2025-02-08,2025-02-19,Completed,Tesla,Model 3,2010,Open,Medium,Hit and Run,NY,Vehicle Accident,Moderate,NY,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
9447,6852,5137,127,1984.88,1817.82,1924.55,1855.75,2025-09-01,2025-09-05,In Progress,Honda,CR-V,2017,Open,Medium,Rollover,NJ,Vehicle Accident,Moderate,NJ,USA,False,99.22129545220167,First Party Collision,Collision,Closed,True,False,
9448,6853,70,201,2022.57,1870.87,1998.28,1886.29,2025-05-13,2025-05-21,Completed,Hyundai,Elantra,2017,Closed,Low,Side Impact,NY,Vehicle Accident,Moderate,NY,USA,False,49.56735711215179,First Party Collision,Collision,Open,False,False,
9449,6854,4637,37,1928.84,1898.02,2037.08,1883.25,2025-03-09,2025-03-22,Completed,Honda,Civic,2009,Closed,Low,Weather Related,OH,Vehicle Accident,Moderate,OH,USA,False,78.82057075765219,First Party Collision,Collision,Open,False,False,
9450,6854,4637,37,2020.68,1865.76,2056.79,1944.11,2025-03-09,2025-03-22,Completed,Honda,Civic,2009,Closed,Low,Weather Related,OH,Vehicle Accident,Moderate,OH,USA,False,78.82057075765219,First Party Collision,Collision,Open,False,False,
9451,6855,1919,138,7182.85,6517.81,7291.5,6828.84,2026-04-24,2026-05-25,Scheduled,Honda,Civic,2010,Reopened,Medium,Rear-end Collision,OH,Vehicle Accident,Total Loss,OH,USA,True,63.530324094872825,Third Party Property Damage,Liability,Under Review,False,False,
9452,6856,4642,67,952.01,874.64,928.4,850.6,2025-04-07,2025-04-11,Scheduled,Hyundai,Elantra,2011,Reopened,Low,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,98.10989699409883,Third Party Property Damage,Liability,Open,False,False,
9453,6857,4451,176,1265.79,1248.43,1276.3,1296.58,2025-12-28,2026-01-04,Completed,Chevrolet,Silverado,2010,Open,Low,Rollover,CA,Vehicle Accident,Minor,CA,USA,False,86.45062722833885,Third Party Property Damage,Liability,Closed,False,False,
9454,6857,4451,176,1433.2,1496.0,1483.4,1425.69,2025-12-28,2026-01-04,Completed,Chevrolet,Silverado,2010,Open,Low,Rollover,CA,Vehicle Accident,Minor,CA,USA,False,86.45062722833885,Third Party Property Damage,Liability,Closed,False,False,
9455,6858,4266,190,922.57,900.08,815.15,781.55,2026-01-12,2026-01-14,Completed,Honda,Civic,2013,Open,Low,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,70.81199812410134,Third Party Property Damage,Liability,Closed,False,False,
9456,6858,4266,190,848.76,778.44,934.5,787.55,2026-01-12,2026-01-14,Scheduled,Honda,Civic,2013,Open,Low,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,70.81199812410134,Third Party Property Damage,Liability,Closed,False,False,
9457,6859,2097,64,2408.82,2270.74,2283.74,2251.87,2026-02-17,2026-02-24,Completed,Toyota,Camry,2012,Open,Low,Head-on Collision,FL,Vehicle Accident,Moderate,FL,USA,False,83.07210617915412,First Party Collision,Collision,Open,False,False,
9458,6859,2097,64,2564.91,2803.79,2393.84,2542.1,2026-02-17,2026-02-24,In Progress,Toyota,Camry,2012,Open,Low,Head-on Collision,FL,Vehicle Accident,Moderate,FL,USA,False,83.07210617915412,First Party Collision,Collision,Open,False,False,
9459,6860,4527,112,3457.07,3526.82,3610.96,3442.84,2026-01-15,2026-01-23,Completed,Ford,F-150,2019,Closed,Medium,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9460,6860,4527,112,3165.66,3285.07,2973.62,2829.82,2026-01-15,2026-01-23,Scheduled,Ford,F-150,2019,Closed,Medium,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9461,6860,4527,112,3793.03,3264.48,4046.38,3393.6,2026-01-15,2026-01-23,Completed,Ford,F-150,2019,Closed,Medium,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9462,6861,4353,200,3831.22,3376.24,3550.92,3328.52,2026-02-05,2026-02-20,Completed,Nissan,Altima,2022,Open,Medium,Head-on Collision,PA,Parking Incident,Severe,PA,USA,False,33.07557683726159,First Party Collision,Comprehensive,Closed,False,False,
9463,6861,4353,200,4370.33,4084.2,4427.45,4174.76,2026-02-05,2026-02-20,In Progress,Nissan,Altima,2022,Open,Medium,Head-on Collision,PA,Parking Incident,Severe,PA,USA,False,33.07557683726159,First Party Collision,Comprehensive,Closed,False,False,
9464,6862,3058,20,943.58,830.51,860.85,844.38,2026-03-03,2026-03-04,Completed,Toyota,Camry,2023,Open,Low,Head-on Collision,FL,Vehicle Accident,Minor,FL,USA,False,84.78389492083079,Third Party Property Damage,Liability,Under Review,False,False,
9465,6863,969,185,8196.24,7679.25,8958.17,7616.57,2025-07-07,2025-08-08,Completed,Toyota,Camry,2021,Closed,Medium,Rear-end Collision,OH,Vehicle Accident,Total Loss,OH,USA,True,70.92552868789834,Third Party Property Damage,Liability,Closed,False,False,
9466,6864,36,100,1290.31,1209.66,1409.29,1221.53,2025-11-26,2025-11-28,In Progress,Honda,CR-V,2009,Closed,Medium,Side Impact,NY,Vehicle Accident,Minor,NY,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9467,6865,4627,180,10140.57,8856.77,10214.99,8552.84,2025-04-06,2025-04-26,In Progress,Mercedes-Benz,C-Class,2012,Reopened,Low,Parking Lot Incident,CA,Vehicle Accident,Severe,CA,USA,False,56.439374146708296,Third Party Property Damage,Liability,Closed,False,False,
9468,6866,6743,79,2701.54,2527.1,2710.62,2559.19,2026-05-10,2026-05-11,Completed,Tesla,Model 3,2025,Closed,Low,Rear-end Collision,TX,Vandalism,Minor,TX,USA,False,37.99487000177551,First Party Collision,Comprehensive,Open,False,False,
9469,6866,6743,79,2180.79,2088.18,2447.38,1938.71,2026-05-10,2026-05-11,Completed,Tesla,Model 3,2025,Closed,Low,Rear-end Collision,TX,Vandalism,Minor,TX,USA,False,37.99487000177551,First Party Collision,Comprehensive,Open,False,False,
9470,6867,1710,58,1632.87,1419.0,1534.85,1451.97,2025-07-27,2025-08-04,Completed,Ford,F-150,2011,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Minor,OH,USA,False,61.10598246532493,Third Party Property Damage,Liability,Open,False,False,
9471,6868,7019,73,2672.07,2752.78,2456.37,2478.2,2026-06-19,2026-06-23,Completed,Mercedes-Benz,C-Class,2025,Open,High,Side Impact,TX,Vandalism,Minor,TX,USA,False,81.20378943947486,First Party Collision,Comprehensive,Open,False,False,
9472,6869,2242,72,5069.88,4681.57,7876.27,4750.86,2026-01-19,2026-02-18,Completed,Hyundai,Elantra,2024,Reopened,Low,Rear-end Collision,TX,Vehicle Accident,Total Loss,TX,USA,True,74.6545924548845,Third Party Property Damage,Liability,Closed,True,False,
9473,6870,2927,187,780.99,724.05,767.11,734.19,2025-05-27,2025-06-02,Completed,Honda,Civic,2024,Closed,High,Parking Lot Incident,FL,Parking Incident,Minor,FL,USA,False,72.97609060751368,First Party Collision,Comprehensive,Open,False,False,
9474,6871,5460,139,1068.11,1100.69,957.41,1000.21,2025-09-02,2025-09-11,Completed,Subaru,Outback,2012,Reopened,High,Head-on Collision,NY,Vandalism,Minor,NY,USA,False,59.17019760770273,First Party Collision,Comprehensive,Open,False,False,
9475,6872,2082,184,1424.11,1410.58,1332.58,1362.49,2026-03-09,2026-03-14,Completed,Honda,CR-V,2009,Open,Low,Hit and Run,PA,Parking Incident,Minor,PA,USA,False,88.94860593949383,First Party Collision,Comprehensive,Under Review,False,False,
9476,6873,24,40,2211.28,1956.66,2300.73,2001.06,2025-04-12,2025-04-20,Completed,Toyota,Corolla,2020,Closed,Medium,Rollover,NJ,Vehicle Accident,Moderate,NJ,USA,False,89.47736330001017,First Party Collision,Collision,Under Review,False,False,
9477,6873,24,40,2101.64,1849.08,2252.79,1863.96,2025-04-12,2025-04-20,Completed,Toyota,Corolla,2020,Closed,Medium,Rollover,NJ,Vehicle Accident,Moderate,NJ,USA,False,89.47736330001017,First Party Collision,Collision,Under Review,False,False,
9478,6874,5891,201,1954.53,1912.84,1992.84,2022.54,2026-04-14,2026-04-20,Completed,Honda,Civic,2011,Open,Medium,Side Impact,OH,Vehicle Accident,Moderate,OH,USA,False,88.9406756836457,Third Party Property Damage,Liability,Open,False,False,
9479,6874,5891,201,2034.91,1970.4,2021.39,1971.27,2026-04-14,2026-04-20,Completed,Honda,Civic,2011,Open,Medium,Side Impact,OH,Vehicle Accident,Moderate,OH,USA,False,88.9406756836457,Third Party Property Damage,Liability,Open,False,False,
9480,6874,5891,201,1874.65,1917.42,1841.59,1764.16,2026-04-14,2026-04-20,Completed,Honda,Civic,2011,Open,Medium,Side Impact,OH,Vehicle Accident,Moderate,OH,USA,False,88.9406756836457,Third Party Property Damage,Liability,Open,False,False,
9481,6875,6900,45,2164.89,2004.34,1954.26,1957.39,2025-05-01,2025-05-06,Completed,Jeep,Grand Cherokee,2012,Open,Low,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,46.345203101044525,Third Party Property Damage,Liability,Closed,False,False,
9482,6875,6900,45,2517.41,2651.72,2153.55,2083.54,2025-05-01,2025-05-06,Completed,Jeep,Grand Cherokee,2012,Open,Low,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,46.345203101044525,Third Party Property Damage,Liability,Closed,False,False,
9483,6876,1252,124,3485.24,3186.27,4039.96,3047.86,2026-01-04,2026-01-11,In Progress,Ford,F-150,2014,Closed,Medium,Weather Related,NJ,Vandalism,Moderate,NJ,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9484,6877,5878,186,1125.24,1061.85,1011.07,976.64,2026-02-13,2026-02-17,In Progress,Hyundai,Elantra,2019,Closed,Medium,Rear-end Collision,TX,Vandalism,Minor,TX,USA,False,76.40444565557266,First Party Collision,Comprehensive,Closed,False,False,
9485,6877,5878,186,754.5,690.9,821.31,677.24,2026-02-13,2026-02-17,In Progress,Hyundai,Elantra,2019,Closed,Medium,Rear-end Collision,TX,Vandalism,Minor,TX,USA,False,76.40444565557266,First Party Collision,Comprehensive,Closed,False,False,
9486,6878,838,40,2562.34,2421.02,2356.42,2315.19,2025-10-29,2025-11-03,Completed,Ford,F-150,2011,Open,Low,Side Impact,FL,Vehicle Accident,Moderate,FL,USA,False,67.97055148500544,Third Party Property Damage,Liability,Open,False,False,
9487,6879,4399,33,1392.01,1302.67,1509.71,1263.34,2026-06-01,2026-06-09,Completed,Hyundai,Elantra,2017,Closed,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,90.3135340115011,First Party Collision,Collision,Closed,True,False,
9488,6879,4399,33,1669.19,1688.81,1637.8,1624.5,2026-06-01,2026-06-09,Completed,Hyundai,Elantra,2017,Closed,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,90.3135340115011,First Party Collision,Collision,Closed,True,False,
9489,6879,4399,33,1848.58,1832.98,1821.91,1757.45,2026-06-01,2026-06-09,Completed,Hyundai,Elantra,2017,Closed,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,90.3135340115011,First Party Collision,Collision,Closed,True,False,
9490,6880,7709,120,2093.0,1923.37,1955.12,1905.89,2025-10-23,2025-10-31,Completed,Nissan,Altima,2018,Closed,High,Side Impact,CA,Weather Damage,Moderate,CA,USA,False,86.8005037111517,First Party Collision,Comprehensive,Closed,False,False,
9491,6881,7098,133,3339.31,3123.23,3446.58,3267.34,2025-03-28,2025-04-18,Completed,Nissan,Altima,2023,Reopened,Low,Weather Related,IL,Vehicle Accident,Severe,IL,USA,False,81.78196011481593,Third Party Property Damage,Liability,Closed,False,False,
9492,6882,6384,200,4795.74,4565.83,5029.89,4734.39,2026-04-29,2026-05-21,Completed,Chevrolet,Silverado,2021,Closed,Medium,Side Impact,PA,Vehicle Accident,Severe,PA,USA,False,79.21394105763842,Third Party Property Damage,Liability,Closed,True,False,
9493,6883,5390,13,8067.38,7355.27,7418.69,7737.4,2026-05-02,2026-05-21,Completed,Mercedes-Benz,C-Class,2024,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Severe,CA,USA,False,88.13746188064788,Third Party Property Damage,Liability,Open,False,False,
9494,6884,6314,87,1130.17,861.99,1117.4,877.9,2025-05-14,2025-05-17,Completed,Toyota,Camry,2020,Open,Medium,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,51.8177308677415,Third Party Property Damage,Liability,Open,False,False,
9495,6885,6634,206,3494.59,3175.25,3570.08,3218.88,2026-06-03,2026-06-12,Completed,Ford,F-150,2019,Open,Low,Parking Lot Incident,IL,Weather Damage,Moderate,IL,USA,False,77.66308999756576,First Party Collision,Comprehensive,Open,False,False,
9496,6886,2262,192,5872.15,5203.72,6668.85,5098.69,2025-09-08,2025-10-01,Completed,Hyundai,Elantra,2022,Open,Medium,Side Impact,OH,Parking Incident,Total Loss,OH,USA,True,93.84193920597093,First Party Collision,Comprehensive,Closed,False,False,
9497,6887,5813,109,1434.23,1400.28,1514.56,1460.8,2025-10-01,2025-10-05,Completed,Honda,CR-V,2014,Closed,Medium,Rear-end Collision,NY,Weather Damage,Minor,NY,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9498,6888,5388,179,1907.25,1788.68,1670.7,1688.33,2025-03-07,2025-03-08,Completed,Ford,F-150,2014,Reopened,Medium,Head-on Collision,IL,Vehicle Accident,Minor,IL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9499,6888,5388,179,1497.24,1445.13,1576.8,1449.09,2025-03-07,2025-03-08,Completed,Ford,F-150,2014,Reopened,Medium,Head-on Collision,IL,Vehicle Accident,Minor,IL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9500,6889,2560,138,1399.22,1332.73,1303.42,1298.97,2026-01-21,2026-01-25,Completed,Jeep,Grand Cherokee,2019,Open,Medium,Rollover,OH,Parking Incident,Minor,OH,USA,False,90.1807531358692,First Party Collision,Comprehensive,Open,False,False,
9501,6889,2560,138,1554.75,1411.92,1728.44,1350.47,2026-01-21,2026-01-25,Completed,Jeep,Grand Cherokee,2019,Open,Medium,Rollover,OH,Parking Incident,Minor,OH,USA,False,90.1807531358692,First Party Collision,Comprehensive,Open,False,False,
9502,6890,6366,105,638.85,602.52,558.01,556.62,2026-01-19,2026-01-25,Completed,Nissan,Altima,2018,Closed,Medium,Parking Lot Incident,TX,Weather Damage,Minor,TX,USA,False,92.52221340311353,First Party Collision,Comprehensive,Closed,False,False,
9503,6890,6366,105,1071.26,1006.78,1003.4,965.22,2026-01-19,2026-01-25,Completed,Nissan,Altima,2018,Closed,Medium,Parking Lot Incident,TX,Weather Damage,Minor,TX,USA,False,92.52221340311353,First Party Collision,Comprehensive,Closed,False,False,
9504,6891,6902,169,6022.89,6020.73,6107.45,5751.53,2026-01-02,2026-02-03,Completed,Nissan,Altima,2012,Closed,Low,Head-on Collision,OH,Vehicle Accident,Total Loss,OH,USA,True,100.0,Third Party Property Damage,Liability,Open,False,False,
9505,6891,6902,169,7360.58,7533.07,8676.59,7756.63,2026-01-02,2026-02-03,Completed,Nissan,Altima,2012,Closed,Low,Head-on Collision,OH,Vehicle Accident,Total Loss,OH,USA,True,100.0,Third Party Property Damage,Liability,Open,False,False,
